epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.731818450312058,0.6863776642419268,0.6465595641854875,0.6717724288840262,0.6717724288840262
1,0.8961041290958361,0.8932565324061938,0.8719474405970622,0.8918779765735616,0.8918779765735616
2,0.9414252462019598,0.9405646270123313,0.9282274606499549,0.9401467370317931,0.9401467370317931
3,0.9654295940103295,0.9652282619784686,0.9578392153035991,0.965117775775518,0.965117775775518
4,0.9841197724119178,0.9840662267409218,0.9806509794658832,0.9840391298751449,0.9840391298751449
5,0.9894775026334552,0.989456306463614,0.9871879225891153,0.9894452310464668,0.9894452310464668
6,0.9920420140461609,0.9920268986898646,0.9903102768140586,0.9920195649375724,0.9920195649375724
7,0.9935766122840489,0.9935683971862496,0.9921815989639496,0.9935641652722358,0.9935641652722358
8,0.9952596154840572,0.9952427897617266,0.9942196987433742,0.9952374823014545,0.9952374823014545
9,0.9955164793518465,0.9954999362610928,0.9945321474599486,0.995494915690565,0.995494915690565
