epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.6060890567451174,0.5960969369710716,0.5195343397818021,0.5881065774230918,0.5881065774230918
1,0.6825138750021605,0.6621451131470582,0.6063648471150416,0.650791607671515,0.650791607671515
2,0.8021695395758631,0.7782932538224545,0.7436030278667466,0.7699832668297079,0.7699832668297079
3,0.8616264281934662,0.8548267809140789,0.8274753385336614,0.8518470845668683,0.8518470845668683
4,0.8836163626258781,0.8813263826742417,0.8573010944172346,0.8800360406744755,0.8800360406744755
5,0.9062296784382898,0.905503341128689,0.8856710286253839,0.9050070794182006,0.9050070794182006
6,0.9292361653371951,0.9290781743854346,0.9138881347818615,0.9289483846054833,0.9289483846054833
7,0.9417123849335602,0.9416315452787704,0.9290834376837189,0.9415626206719011,0.9415626206719011
8,0.9534975436034623,0.9534473762214669,0.9434245194627291,0.9534045565709872,0.9534045565709872
9,0.960645192227261,0.9606282582743042,0.9521261865176794,0.9606126914660832,0.9606126914660832
