epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.6125462367578123,0.5913549383045131,0.5237666247885426,0.5776805251641138,0.5776805251641138
1,0.7955068391859543,0.7792168493550475,0.7417524411062868,0.7723001673317029,0.7723001673317029
2,0.863948535001799,0.851443223328495,0.8254366330622167,0.8472132835628781,0.8472132835628781
3,0.8925321451666928,0.8866436155480041,0.865138714999202,0.8844124082893551,0.8844124082893551
4,0.9239786147602458,0.9209397896529913,0.9053112600632123,0.9198094992920581,0.9198094992920581
5,0.9422201204078269,0.9408362006333132,0.9287469400140766,0.9402754537263484,0.9402754537263484
6,0.9585949089192491,0.9579275371577893,0.9491677767981022,0.9576522074913116,0.9576522074913116
7,0.9684259356534823,0.9682874791092695,0.9615231911267237,0.9682069764448449,0.9682069764448449
8,0.9780952847331884,0.9780282328919052,0.9733205601276806,0.9779894452310465,0.9779894452310465
9,0.9809171890942425,0.9808550099467478,0.9767530026843533,0.9808212125112628,0.9808212125112628
