epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.7571568649496184,0.680496831784164,0.6502261766856448,0.6649504440725962,0.6649504440725962
1,0.8925321451666928,0.8866436155480041,0.865138714999202,0.8844124082893551,0.8844124082893551
2,0.934168057604365,0.932583322665693,0.9188554590757505,0.9319088685802549,0.9319088685802549
3,0.9628926330755493,0.9620608152342308,0.9542156903110848,0.9617711417170807,0.9617711417170807
4,0.9812793254821895,0.9811361818398371,0.9771245802733854,0.9810786459003733,0.9810786459003733
5,0.9901124295341573,0.9900972756945372,0.98796440866081,0.9900888145192431,0.9900888145192431
6,0.992686528875347,0.9926703691636476,0.9910928752596435,0.9926631484103489,0.9926631484103489
7,0.9961568220021719,0.9961425511452248,0.9953126546057739,0.9961384991633415,0.9961384991633415
8,0.9972973464381573,0.9972971278558647,0.9967123749765365,0.997296949414339,0.997296949414339
9,0.9979401491902912,0.997940260619325,0.997494149844614,0.9979405328871155,0.9979405328871155
