epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.7522904840077742,0.747481779218657,0.6974068625102089,0.7439824945295405,0.7439824945295405
1,0.8962931074738051,0.8907501444623988,0.8699318788904806,0.8886600592096795,0.8886600592096795
2,0.9354279393766185,0.9339584329571368,0.9204742006557871,0.9333247522203629,0.9333247522203629
3,0.9623602376196537,0.961856907372783,0.9538698771251248,0.9616424250225254,0.9616424250225254
4,0.9794636586912462,0.9793343660107496,0.9749329866035332,0.9792766121765993,0.9792766121765993
5,0.9868826965928467,0.9868760860914346,0.9840420621725599,0.986870897155361,0.986870897155361
6,0.9939638842108157,0.9939546892404724,0.9926516692642401,0.9939503153559016,0.9939503153559016
7,0.9952416202765627,0.9952390515386893,0.994210573454992,0.9952374823014545,0.9952374823014545
8,0.9953713009464187,0.9953680303852122,0.9943677866491387,0.9953661989960098,0.9953661989960098
9,0.998197966276226,0.998197966276226,0.997807960525796,0.998197966276226,0.998197966276226
