epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.5206517258946926,0.5052827506520937,0.5053510559929663,0.5183290707587382,0.5183290707587382
1,0.6428117361096953,0.6399686257891776,0.6399513551229137,0.6410912190963342,0.6410912190963342
2,0.7673611929235074,0.7672448194028989,0.7672465110126331,0.7672634271099744,0.7672634271099744
3,0.8484008359778403,0.848237785196618,0.8482389984649021,0.8482523444160273,0.8482523444160273
4,0.8875790724247361,0.8874590334201156,0.8874581336930734,0.887468030690537,0.887468030690537
5,0.9326832570617485,0.9326503424310155,0.9326505382244372,0.9326513213981245,0.9326513213981245
6,0.9548284125672551,0.9548163152271713,0.9548161838720908,0.9548167092924126,0.9548167092924126
7,0.9633758017431623,0.9633413256270082,0.9633414321981113,0.9633418584825234,0.9633418584825234
8,0.977973883412256,0.9778331621745344,0.9778333071676522,0.9778346121057119,0.9778346121057119
9,0.9772169822471466,0.97697948719107,0.9769796879599647,0.9769820971867008,0.9769820971867008
