epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.5290850605846357,0.5046723473300744,0.5047562119790563,0.5242966751918159,0.5242966751918159
1,0.6240750550257714,0.6240212465084626,0.6240234325315348,0.6240409207161125,0.6240409207161125
2,0.7321800387383814,0.7312386338943103,0.7312319924816679,0.731457800511509,0.731457800511509
3,0.8178025557074982,0.8175299798700227,0.8175319690863732,0.8175618073316283,0.8175618073316283
4,0.907932864762408,0.9079279872484112,0.9079277864992152,0.907928388746803,0.907928388746803
5,0.9514398121448348,0.9514059432730111,0.9514060845416825,0.9514066496163683,0.9514066496163683
6,0.9786884876581625,0.9786870960450212,0.9786870650653197,0.9786871270247229,0.9786871270247229
7,0.9881157724877269,0.9880644268006381,0.9880643660784371,0.9880647911338448,0.9880647911338448
8,0.9906351321653404,0.9906222541037525,0.9906222268413774,0.9906223358908781,0.9906223358908781
9,0.9923288081406627,0.9923273657289002,0.9923273657289003,0.9923273657289002,0.9923273657289002
