epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.5146596759580501,0.5097951342240755,0.5098339647871629,0.5140664961636828,0.5140664961636828
1,0.5780710994908979,0.5739836465816547,0.5740102723134919,0.5763000852514919,0.5763000852514919
2,0.6424400704589184,0.6416515260999262,0.6416601204503797,0.6419437340153452,0.6419437340153452
3,0.7230155272788115,0.7229104992891654,0.7229125131102775,0.7229326513213982,0.7229326513213982
4,0.7819547714099417,0.7796899385639665,0.779697463820866,0.7800511508951407,0.7800511508951407
5,0.8262265522757015,0.8260702706747758,0.8260716611620227,0.8260869565217391,0.8260869565217391
6,0.8540887909844992,0.852355897348405,0.8523599748269352,0.8525149190110827,0.8525149190110827
7,0.8756038237444222,0.8746063077337978,0.8746088594293693,0.8746803069053708,0.8746803069053708
8,0.9011511142477463,0.9011061131745725,0.9011064725445961,0.9011082693947144,0.9011082693947144
9,0.9132807243847534,0.9130319747377575,0.9130327964179799,0.9130434782608695,0.9130434782608695
