epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.47097736571078946,0.41619016520668506,0.4163598367996816,0.484228473998295,0.484228473998295
1,0.691754803914615,0.6912320625951268,0.6912260034904014,0.691389599317988,0.691389599317988
2,0.8390442926560292,0.8388564103374899,0.8388578157197527,0.8388746803069054,0.8388746803069054
3,0.9113429740067316,0.9113380617947663,0.9113378684807256,0.9113384484228474,0.9113384484228474
4,0.9659484643885161,0.9658986597153699,0.9658987836360677,0.9658994032395567,0.9658994032395567
5,0.9685240085046257,0.96845598512507,0.9684561226781443,0.96845694799659,0.96845694799659
6,0.9795451588932005,0.9795395527218692,0.9795395081109366,0.979539641943734,0.979539641943734
7,0.9855765624776144,0.9855068039763836,0.9855068671764446,0.9855072463768116,0.9855072463768116
8,0.9940338404570557,0.9940323955669225,0.9940323955669224,0.9940323955669225,0.9940323955669225
9,0.9948906801665297,0.9948849030508213,0.9948849067683774,0.9948849104859335,0.9948849104859335
