epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.7320408042737052,0.5268829389757963,0.31704712395734763,0.4461733883772626,0.4461733883772626
1,0.825386222188739,0.7438433070054099,0.5371698675940032,0.7037154652270562,0.7037154652270562
2,0.8779756733127632,0.8346711403738374,0.6830160410762907,0.8145442997777073,0.8145442997777073
3,0.9158410430667646,0.8990473214863749,0.7968524585935848,0.89171165449349,0.89171165449349
4,0.946557985741085,0.9410339860429778,0.8769213061487483,0.9387107018100984,0.9387107018100984
5,0.9692242741736165,0.9668779177525831,0.9299582549608152,0.9660209590346142,0.9660209590346142
6,0.9822587899800459,0.9815178543574776,0.9614260659598424,0.9812638932994602,0.9812638932994602
7,0.9912683886237458,0.9911527988504526,0.9803680735389667,0.9911082883455065,0.9911082883455065
8,0.9953223441903415,0.9952578229127949,0.990092066424447,0.9952365830422356,0.9952365830422356
9,0.9968891918198317,0.9968377145991443,0.9933808101292093,0.9968243886948237,0.9968243886948237
