epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.7182421273962584,0.46890103933244975,0.27054890059065545,0.39091775166719595,0.39091775166719595
1,0.8081405982002349,0.7646764094372598,0.5399939542514564,0.7367418228008892,0.7367418228008892
2,0.8606464767123545,0.845976737759623,0.6750216448209093,0.8364560177834233,0.8364560177834233
3,0.9118688755153677,0.9083819039929313,0.7995807226229067,0.9060019053667832,0.9060019053667832
4,0.9419408584402186,0.9409794072320078,0.8700724993801864,0.9402985074626866,0.9402985074626866
5,0.9646652852154738,0.9643364769311075,0.9238480955012692,0.9641155922515084,0.9641155922515084
6,0.9835216089544098,0.983498708155254,0.9628319368939416,0.9834868212130835,0.9834868212130835
7,0.9901653640617744,0.9901533305719525,0.9769587403728863,0.9901556049539536,0.9901556049539536
8,0.994620469145507,0.9946072877122806,0.9864577537818203,0.9946014607812004,0.9946014607812004
9,0.9962060998793946,0.9961947811738745,0.9909036696631995,0.9961892664337885,0.9961892664337885
