epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.6916909035561488,0.3333269030271894,0.2039864491076946,0.27342013337567483,0.27342013337567483
1,0.7820427893175707,0.5834319800433194,0.39978751667635654,0.5144490314385519,0.5144490314385519
2,0.8379282610757007,0.7602671214347516,0.560779325766983,0.7230866941886314,0.7230866941886314
3,0.8691917525169234,0.8142474850098551,0.6544823902895266,0.7897745315973325,0.7897745315973325
4,0.8957397754173285,0.8599133155182772,0.7286759516986736,0.8447126071768816,0.8447126071768816
5,0.9110848631891081,0.8839731644531784,0.7730666524362042,0.8729755477929502,0.8729755477929502
6,0.9317009355186817,0.9157317427008943,0.8322036890240802,0.9098126389329946,0.9098126389329946
7,0.944456839971284,0.9346088541702017,0.8669029671955548,0.9310892346776755,0.9310892346776755
8,0.9507888458439109,0.942989935262831,0.8836830303129165,0.9402985074626866,0.9402985074626866
9,0.957490872313281,0.951268732499326,0.9004180769219626,0.94919021911718,0.94919021911718
