epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.7044849897035729,0.5268773542805371,0.29588460599560806,0.44744363289933314,0.44744363289933314
1,0.7791490260373354,0.505325383237849,0.3644868553922925,0.4388694823753573,0.4388694823753573
2,0.8255177113517698,0.7494282608372156,0.57705462353542,0.7154652270562083,0.7154652270562083
3,0.887929824397136,0.8540445593516525,0.7286810697676019,0.8396316290885996,0.8396316290885996
4,0.9190480727595121,0.9051213022353728,0.8125296618651822,0.899333121625913,0.899333121625913
5,0.9527914583800554,0.9498633266852962,0.8957984143927161,0.9485550968561448,0.9485550968561448
6,0.9678400632790845,0.9660939483184893,0.9288445739545544,0.9653858367735789,0.9653858367735789
7,0.9835034649258082,0.9832855068200607,0.9635826701145688,0.9831692600825659,0.9831692600825659
8,0.9883402406465064,0.9882856708463038,0.9740413268005689,0.9882502381708479,0.9882502381708479
9,0.9902518549979797,0.9901899542304125,0.9781372625662987,0.9901556049539536,0.9901556049539536
