epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.7044343460046961,0.43524160370746373,0.2597516634024955,0.3531279771355986,0.3531279771355986
1,0.758431250610741,0.5678341474739845,0.3872564370191953,0.5014290250873293,0.5014290250873293
2,0.8387469290500393,0.7350711024770858,0.5712787120053905,0.6945061924420451,0.6945061924420451
3,0.8972707037051931,0.8750052634487309,0.7549697143686568,0.8650365195300095,0.8650365195300095
4,0.922520756712758,0.9150489341464404,0.8253058621028345,0.9114004445855827,0.9114004445855827
5,0.9527258943364274,0.9488886892362491,0.8938028155778678,0.9472848523340743,0.9472848523340743
6,0.9713017500246438,0.9697909693435414,0.9365078324383195,0.9691965703397905,0.9691965703397905
7,0.9768809350986688,0.9766137963163508,0.9503889986862123,0.9765004763416958,0.9765004763416958
8,0.9855725504033561,0.9852123506321441,0.9685562872628871,0.9850746268656716,0.9850746268656716
9,0.9888135633441282,0.9886309635538898,0.9756076553337802,0.9885677993013655,0.9885677993013655
