epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.610952537923345,0.4988252611996641,0.4622223443090188,0.4744463373083475,0.4744463373083475
1,0.721288378485799,0.6883487081983134,0.6335301620678835,0.6737649063032368,0.6737649063032368
2,0.849577463807963,0.8405500401654169,0.8055573766532212,0.8364565587734242,0.8364565587734242
3,0.920606927531846,0.9190440899204095,0.899390472517702,0.9182282793867121,0.9182282793867121
4,0.9508117628684782,0.9506906107764578,0.9381880900508353,0.9505962521294719,0.9505962521294719
5,0.9722682138840275,0.9720100522362868,0.9649974928512379,0.9718909710391823,0.9718909710391823
6,0.9823167667587267,0.9821717133724278,0.977683578231034,0.9821124361158433,0.9821124361158433
7,0.98645178662667,0.9863974098693675,0.982948438634713,0.9863713798977853,0.9863713798977853
8,0.9890868091025902,0.988963441611503,0.986185072238259,0.9889267461669506,0.9889267461669506
9,0.9880749574105622,0.9880749574105622,0.9850224535619514,0.9880749574105622,0.9880749574105622
