epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.6154879163293607,0.41894438428907677,0.4146678133266566,0.4148211243611584,0.4148211243611584
1,0.7375114192161782,0.7167949082812944,0.6608456459574539,0.7061328790459966,0.7061328790459966
2,0.8582561778525954,0.8469144928385398,0.8142765645055228,0.8424190800681431,0.8424190800681431
3,0.9115571328660312,0.9098064930384453,0.8879638110748314,0.9088586030664395,0.9088586030664395
4,0.9296907505363491,0.9289145553894324,0.9113181417600402,0.9284497444633731,0.9284497444633731
5,0.9497023475560439,0.9491788880156371,0.9365377962290261,0.948892674616695,0.948892674616695
6,0.9572082033072944,0.9567824208295569,0.9460066822073829,0.9565587734241908,0.9565587734241908
7,0.9704691926569654,0.9702861889540462,0.9628059637183898,0.9701873935264055,0.9701873935264055
8,0.9780423858100626,0.9779165788792508,0.972343934040047,0.9778534923339012,0.9778534923339012
9,0.9813603546612141,0.9812964385703805,0.9765541031227305,0.9812606473594548,0.9812606473594548
