epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.5909645218151607,0.5870952419391381,0.48611786189024797,0.5834752981260647,0.5834752981260647
1,0.6321844660273319,0.591407283828894,0.5244824482448245,0.5706984667802385,0.5706984667802385
2,0.7398763906295865,0.6911407560334056,0.6440560661618806,0.6746166950596252,0.6746166950596252
3,0.8744746663157501,0.8577619650602585,0.829189832900355,0.8526405451448041,0.8526405451448041
4,0.9088625652808302,0.9052944643755924,0.8831405525062388,0.903747870528109,0.903747870528109
5,0.949130501089289,0.9484015020016419,0.9356597316744695,0.9480408858603067,0.9480408858603067
6,0.9630420381384315,0.9626972072465407,0.9533738432821002,0.9625212947189097,0.9625212947189097
7,0.971482225543171,0.9711751146905085,0.9639706970816229,0.9710391822827938,0.9710391822827938
8,0.9779030532018473,0.9778747628043505,0.9722380881352479,0.9778534923339012,0.9778534923339012
9,0.9824052794253769,0.9821882150594553,0.9777256772689696,0.9821124361158433,0.9821124361158433
