epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.6099927532740178,0.5970859641980828,0.5084325075648679,0.5868824531516184,0.5868824531516184
1,0.8245302358649007,0.8061195975539799,0.7674958796695679,0.7989778534923339,0.7989778534923339
2,0.907837871821047,0.9057116138721693,0.8830448472773202,0.9045996592844975,0.9045996592844975
3,0.9358996198554332,0.9349252126146033,0.9189333400292529,0.934412265758092,0.934412265758092
4,0.9573657520884228,0.956821574414496,0.9461073801943678,0.9565587734241908,0.9565587734241908
5,0.9738542138288971,0.9736820530735838,0.9670567107220025,0.9735945485519591,0.9735945485519591
6,0.9812606473594548,0.9812606473594548,0.9764638555973522,0.9812606473594548,0.9812606473594548
7,0.988917814941919,0.9889213828381761,0.9860788185877234,0.9889267461669506,0.9889267461669506
8,0.9957387448630602,0.9957389933992984,0.9946456994568167,0.995741056218058,0.995741056218058
9,0.9932059670988088,0.993192234709031,0.991457873272384,0.9931856899488927,0.9931856899488927
